Car_Company,Car_Model,Car_Variant,Registered_Month,Car_Resale_Price(Lakh),Car_Engine_Capacity(CC),Car_Kilometer_Driven(kms),Car_Max_Power(bhp),Car_Mileage(kmpl),Car_Model_Year,insurance,transmission_type,owner_type,fuel_type,seats,body_type,city
Maruti,Baleno,Delta,,7.0,1197.0,30.0,81.0,21.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Agra
Toyota,Urban,cruiser,,8.8,1462.0,50.0,103.0,18.0,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Agra
BMW,3,Series,,10.0,1995.0,1.0,170.0,13.0,2010,Third Party insurance,Automatic,Second Owner,Diesel,5.0,Sedan,Agra
Maruti,Swift,VXI,,2.15,1197.0,1.0,85.0,16.0,2010,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Agra
Renault,Duster,110PS,,5.0,1461.0,1.0,108.0,19.0,2013,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Agra
Chevrolet,Tavera,2,,2.4,2499.0,1.0,80.0,14.0,2012,Third Party insurance,Manual,Second Owner,Diesel,7.0,MUV,Agra
Tata,Zest,Quadrajet,,3.2,1248.0,90.0,88.0,23.0,2016,Third Party insurance,Manual,Third Owner,Diesel,5.0,Sedan,Agra
Maruti,Wagon,R,,2.0,998.0,1.0,67.0,18.0,2012,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Agra
Maruti,Wagon,R,,4.0,998.0,30.0,67.0,20.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Agra
Maruti,Ritz,VDi,,1.25,1248.0,1.0,73.0,21.0,2010,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Agra
Hyundai,i20,1.2,,5.0,1197.0,50.0,81.0,18.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Agra
Tata,Tiago,1.05,,3.8,1047.0,70.0,69.0,27.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Agra
Chevrolet,Beat,Diesel,,1.5,936.0,80.0,57.0,25.0,2011,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Agra
Hyundai,Grand,i10,,5.1,1186.0,60.0,73.0,24.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Agra
Mahindra,Scorpio,VLX,,3.0,2179.0,1.0,120.0,15.0,2011,Third Party insurance,Manual,Second Owner,Diesel,8.0,SUV,Agra
Mahindra,Scorpio,VLX,,3.0,2179.0,1.0,120.0,15.0,2011,Third Party insurance,Manual,Second Owner,Diesel,8.0,SUV,Agra
Maruti,Wagon,R,,2.5,998.0,50.0,67.0,20.0,2015,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Agra
Maruti,Swift,Dzire,,4.0,1248.0,1.0,74.0,26.0,2015,Third Party insurance,Manual,Third Owner,Diesel,5.0,Sedan,Agra
Hyundai,Verna,1.6,,3.7,1582.0,90.0,126.0,22.0,2012,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Agra
Audi,e-tron,55,Jul,96.8,0.0,10.0,300.0,,2021,Third Party insurance,Automatic,First Owner,Electric,5.0,SUV,Gurgaon
Audi,Q3,30,Dec,24.8,1395.0,45.0,147.0,16.0,2018,Comprehensive,Automatic,Second Owner,Petrol,5.0,SUV,Gurgaon
BMW,6,Series,Jun,46.9,1998.0,38.0,254.0,14.0,2018,Third Party insurance,Automatic,First Owner,Petrol,4.0,Sedan,Gurgaon
Audi,A6,35,Mar,21.9,1798.0,49.0,187.0,15.0,2015,Comprehensive,Automatic,Second Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A4,35,Feb,22.9,1968.0,46.0,187.0,18.0,2017,Zero Dep,Automatic,Second Owner,Diesel,5.0,Sedan,Gurgaon
Audi,Q3,35,Oct,13.9,1968.0,29.0,174.0,15.0,2014,Comprehensive,Automatic,First Owner,Diesel,5.0,SUV,Gurgaon
Audi,A4,30,Jun,27.9,1395.0,27.0,147.0,17.0,2016,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Mercedes-Benz,E-Class,E250,Mar,11.9,2143.0,1.0,204.0,13.0,2014,Comprehensive,Automatic,Second Owner,Diesel,5.0,Sedan,Gurgaon
Audi,Q7,35,Mar,36.9,2967.0,70.0,241.0,12.0,2015,Comprehensive,Automatic,First Owner,Diesel,7.0,SUV,Gurgaon
Mercedes-Benz,C-Class,C,Feb,11.9,1796.0,72.0,186.0,11.0,2012,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,e-tron,55,,,0.0,9.0,300.0,,2022,Third Party insurance,Automatic,,Electric,5.0,SUV,Gurgaon
Audi,A3,35,Jun,24.9,1395.0,46.0,150.0,19.0,2018,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,Q8,55,,89.0,2995.0,18.0,340.0,9.0,2020,Third Party insurance,Automatic,,Petrol,5.0,SUV,Gurgaon
Audi,Q3,35,Aug,20.9,1968.0,38.0,181.0,15.0,2018,Comprehensive,Automatic,Second Owner,Diesel,5.0,SUV,Gurgaon
Audi,A3,35,Jun,26.8,1395.0,26.0,150.0,19.0,2019,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,RS5,Sportback,Dec,94.9,2894.0,5.0,443.0,8.0,2021,Third Party insurance,Automatic,First Owner,Petrol,4.0,Coupe,Gurgaon
Audi,RS5,Sportback,Dec,94.9,2894.0,7.0,443.0,8.0,2021,Comprehensive,Automatic,First Owner,Petrol,4.0,Coupe,Gurgaon
Audi,Q5,40,Apr,37.8,1968.0,48.0,188.0,17.0,2019,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Gurgaon
Audi,A6,35,May,29.8,1968.0,38.0,187.0,18.0,2018,Zero Dep,Automatic,First Owner,Diesel,5.0,Sedan,Gurgaon
Audi,A4,1.8,Nov,14.9,1798.0,43.0,167.0,15.0,2013,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A6,45,Sept,64.9,1984.0,2.0,241.0,14.0,2022,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A6,45,Jan,51.9,1984.0,24.0,241.0,14.0,2021,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A6,45,Sept,47.9,1984.0,36.0,241.0,14.0,2020,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A6,35,Jan,20.9,1798.0,79.0,187.0,15.0,2015,Comprehensive,Automatic,Second Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A3,35,Oct,19.9,1968.0,55.0,143.0,20.0,2017,Zero Dep,Automatic,First Owner,Diesel,5.0,Sedan,Gurgaon
Audi,A3,35,Sept,27.8,1395.0,23.0,150.0,19.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A3,35,Jul,26.9,1395.0,15.0,150.0,19.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A4,35,Mar,32.9,1395.0,29.0,147.0,17.0,2020,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A3,35,Jan,22.9,1968.0,43.0,143.0,20.0,2018,Zero Dep,Automatic,First Owner,Diesel,5.0,Sedan,Gurgaon
Audi,A3,35,Jul,26.9,1395.0,44.0,150.0,19.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Gurgaon
Audi,A6,35,Nov,18.9,1968.0,85.0,187.0,18.0,2015,Comprehensive,Automatic,First Owner,Diesel,5.0,Sedan,Gurgaon
Hyundai,i20,1.4,,5.5,1396.0,1.0,88.0,22.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Agra
Maruti,Swift,AMT,,7.85,1197.0,30.0,81.0,21.0,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,Dzire,May,4.08,1197.0,76.0,88.0,22.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Honda,Amaze,SX,Dec,3.3,1198.0,1.0,86.0,18.0,2014,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Mahindra,XUV500,W9,May,9.52,2179.0,57.0,152.0,15.0,2018,Comprehensive,Manual,Second Owner,Diesel,7.0,SUV,Lucknow
Maruti,Alto,K10,Feb,3.57,998.0,27.0,65.0,24.0,2019,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Celerio,ZXI,May,3.66,998.0,62.0,67.0,23.0,2016,Third Party,Automatic,Third Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Vitara,Brezza,Apr,6.28,1248.0,73.0,88.0,24.0,2018,Third Party,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Nissan,Magnite,Turbo,May,7.13,999.0,26.0,98.0,20.0,2021,Zero Dep,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Chevrolet,Beat,Diesel,,1.55,936.0,80.0,57.0,25.0,2013,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Lucknow
Maruti,Swift,Dzire,,1.9,1298.0,70.0,85.0,17.0,2008,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Chevrolet,Beat,LT,,,1199.0,50.0,79.0,18.0,2011,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Ertiga,SHVS,,6.4,1248.0,1.0,88.0,24.0,2016,Third Party insurance,Manual,Second Owner,Diesel,7.0,MUV,Lucknow
Hyundai,i10,Magna,,2.5,1197.0,70.0,78.0,20.0,2012,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,Dzire,,3.9,1197.0,1.0,83.0,20.0,2015,Third Party insurance,Manual,Third Owner,Petrol,5.0,Sedan,Lucknow
Hyundai,i20,Sportz,,5.5,1396.0,90.0,88.0,22.0,2015,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Lucknow
Tata,Tigor,XZ,Mar,7.28,1199.0,49.0,72.0,26.0,2022,Zero Dep,Manual,First Owner,CNG,5.0,Sedan,Lucknow
Maruti,Baleno,1.2,Jun,4.32,1197.0,91.0,83.0,21.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Mercedes-Benz,GLE,450,Jul,91.75,2999.0,50.0,362.0,,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Delhi
Maruti,Baleno,1.2,Jun,5.06,1197.0,69.0,83.0,21.0,2017,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Baleno,Delta,Jun,6.34,1197.0,37.0,81.0,21.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Wagon,R,Jul,3.36,998.0,47.0,67.0,20.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,WR-V,i-VTEC,Jun,5.42,1199.0,37.0,88.0,17.0,2017,Third Party,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Ford,Ecosport,1.5,Jun,6.54,1498.0,57.0,98.0,23.0,2018,Third Party,Manual,Second Owner,Diesel,5.0,SUV,Lucknow
Hyundai,i20,1.2,Jun,5.56,1197.0,47.0,81.0,18.0,2018,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Alto,800,,2.0,796.0,50.0,47.0,30.0,2014,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Lucknow
Renault,Kiger,RXT,,5.85,999.0,10.0,71.0,19.0,2022,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Lucknow
Maruti,Swift,Dzire,,3.8,1248.0,90.0,74.0,23.0,2014,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Ford,Ecosport,1.5,,6.0,1498.0,70.0,98.0,22.0,2016,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Mercedes-Benz,CLA,200,,16.0,2143.0,1.0,136.0,17.0,2015,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Lucknow
Maruti,Wagon,R,,4.8,998.0,50.0,67.0,21.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,VDI,Jun,3.5,1248.0,69.0,74.0,25.0,2015,Zero Dep,Manual,First Owner,Diesel,5.0,Hatchback,Lucknow
Maruti,Baleno,1.2,Sept,5.41,1197.0,18.0,83.0,21.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,Dzire,Nov,6.41,1197.0,97.0,81.0,21.0,2018,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Lucknow
Maruti,Wagon,R,Aug,5.08,998.0,19.0,67.0,21.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,Amaze,S,Jun,7.75,1498.0,40.0,97.0,24.0,2021,Third Party,Manual,First Owner,Diesel,5.0,Sedan,Lucknow
Mercedes-Benz,GLC,220d,Jul,55.75,1950.0,21.0,194.0,,2020,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Delhi
Hyundai,EON,Era,Jun,2.92,814.0,66.0,55.0,21.0,2018,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Celerio,X,Jun,4.8,998.0,97.0,67.0,21.0,2018,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,Amaze,VX,,4.85,1498.0,80.0,98.0,25.0,2015,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Honda,City,VTEC,,1.1,1497.0,1.0,100.0,16.0,2006,Third Party insurance,Manual,Second Owner,Petrol,5.0,Sedan,Lucknow
Hyundai,i20,Sportz,,6.5,1197.0,50.0,81.0,18.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,City,i,,6.75,1498.0,90.0,98.0,26.0,2017,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Mahindra,XUV700,AX5,,18.0,2198.0,10.0,182.0,,2022,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Lucknow
Honda,Civic,1.8,,2.55,1799.0,1.0,130.0,14.0,2010,Third Party insurance,Manual,Third Owner,Petrol,5.0,Sedan,Lucknow
Honda,Amaze,V,Jun,6.53,1199.0,39.0,88.0,19.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Maruti,Vitara,Brezza,May,7.85,1462.0,4.0,103.0,17.0,2021,Zero Dep,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Maruti,Alto,800,Aug,2.91,796.0,62.0,47.0,24.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,VDI,Jan,4.28,1248.0,46.0,74.0,25.0,2016,Third Party,Manual,First Owner,Diesel,5.0,Hatchback,Lucknow
Hyundai,Creta,1.6,Oct,9.94,1591.0,47.0,121.0,13.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Hyundai,EON,Era,Aug,2.24,814.0,52.0,55.0,21.0,2014,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Mercedes-Benz,GLS,450,Jul,,2999.0,55.0,362.0,,2020,Third Party insurance,Automatic,First Owner,Petrol,7.0,SUV,Delhi
Maruti,Swift,VDI,Jul,3.12,1248.0,1.0,74.0,22.0,2013,Third Party,Manual,First Owner,Diesel,5.0,Hatchback,Lucknow
Skoda,Rapid,1.5,Jul,8.14,1498.0,30.0,108.0,21.0,2017,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Lucknow
Hyundai,EON,Era,Jan,2.97,814.0,15.0,55.0,21.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Alto,800,,2.7,796.0,1.0,40.0,33.0,2017,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Lucknow
Hyundai,Creta,1.6,,11.3,1582.0,40.0,126.0,20.0,2020,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Tata,Nano,LX,,,624.0,60.0,37.0,25.0,2013,Third Party insurance,Manual,Second Owner,Petrol,4.0,Hatchback,Lucknow
Skoda,Rapid,1.6,,2.5,1598.0,1.0,103.0,20.0,2012,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Chevrolet,Tavera,B2-7,,1.25,2499.0,1.0,80.0,14.0,2006,Third Party insurance,Manual,Second Owner,Diesel,7.0,Chevrolet,Lucknow
Maruti,Alto,K10,,2.8,998.0,50.0,67.0,23.0,2018,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,VDI,Dec,3.15,1248.0,74.0,74.0,22.0,2013,Third Party,Manual,First Owner,Diesel,5.0,Hatchback,Lucknow
Mahindra,XUV500,W11,Jun,12.73,2179.0,85.0,155.0,15.0,2018,Third Party,Automatic,First Owner,Diesel,7.0,SUV,Lucknow
Maruti,Ignis,1.2,Jul,5.08,1197.0,29.0,81.0,20.0,2017,Comprehensive,Automatic,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Celerio,ZXI,Sept,3.82,998.0,72.0,65.0,26.0,2016,Third Party,Automatic,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Vitara,Brezza,Mar,7.08,1248.0,89.0,88.0,24.0,2017,Zero Dep,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Hyundai,Aura,SX,Feb,7.82,1197.0,25.0,81.0,20.0,2020,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Lucknow
Hyundai,i20,Active,Oct,5.95,1197.0,47.0,81.0,17.0,2018,Third Party,Manual,Third Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Swift,VXI,Feb,5.2,1197.0,40.0,88.0,22.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Alto,K10,Feb,3.07,998.0,39.0,65.0,24.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Toyota,Innova,2.5,,4.23,2494.0,1.0,100.0,12.0,2012,Third Party insurance,Manual,Fourth Owner,Diesel,8.0,MUV,Lucknow
Toyota,Innova,2.5,,4.55,2494.0,1.0,100.0,12.0,2012,Third Party insurance,Manual,Fourth Owner,Diesel,8.0,MUV,Lucknow
Hyundai,Creta,1.6,,10.5,1582.0,1.0,126.0,20.0,2018,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Mercedes-Benz,AMG,A,Jul,53.75,1991.0,20.0,301.0,,2022,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
MG,Astor,Sharp,,14.0,1498.0,30.0,108.0,15.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Hyundai,Verna,1.4,,5.9,1396.0,80.0,88.0,24.0,2017,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Maruti,Swift,Dzire,,3.8,1248.0,80.0,74.0,23.0,2013,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Lucknow
Maruti,Swift,Dzire,Mar,3.89,1248.0,97.0,74.0,23.0,2014,Comprehensive,Manual,First Owner,Diesel,5.0,Sedan,Lucknow
Maruti,Swift,Dzire,May,3.55,1197.0,60.0,88.0,22.0,2014,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Maruti,Ignis,1.2,Sept,5.04,1197.0,72.0,81.0,20.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Renault,Duster,110PS,Jan,5.32,1461.0,94.0,108.0,19.0,2016,Third Party insurance,Manual,Second Owner,Diesel,5.0,SUV,Lucknow
Maruti,Baleno,Zeta,Aug,7.05,1197.0,22.0,81.0,21.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,S-Presso,VXI,Aug,3.41,998.0,76.0,65.0,21.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Fiat,Punto,1.2,,1.4,1172.0,50.0,67.0,15.0,2012,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Mahindra,XUV500,W4,,4.9,2179.0,1.0,140.0,15.0,2014,Third Party insurance,Manual,Third Owner,Diesel,7.0,SUV,Lucknow
Mahindra,TUV,300,,5.25,1493.0,1.0,100.0,18.0,2016,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Lucknow
Hyundai,Creta,E,,11.0,1497.0,20.0,113.0,,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Lucknow
BMW,X1,sDrive20d,,19.0,1995.0,1.0,188.0,20.0,2017,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Lucknow
Maruti,Swift,ZXI,Mar,5.73,1197.0,65.0,88.0,22.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Nissan,Terrano,XL,Mar,3.57,1598.0,82.0,102.0,13.0,2014,Third Party insurance,Manual,Second Owner,Petrol,5.0,SUV,Lucknow
Toyota,Etios,Liva,Jan,4.56,1364.0,59.0,67.0,23.0,2015,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Lucknow
Maruti,Alto,K10,Feb,2.37,998.0,1.0,65.0,24.0,2016,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,Creta,1.6,Oct,7.66,1591.0,29.0,121.0,13.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Hyundai,i20,Active,May,4.79,1197.0,57.0,81.0,17.0,2015,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Alto,800,May,2.7,796.0,32.0,47.0,22.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Tata,Nexon,1.2,Nov,6.91,1198.0,12.0,108.0,17.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Lucknow
Mahindra,KUV,100,Jun,4.73,1198.0,51.0,77.0,25.0,2017,Third Party,Manual,First Owner,Diesel,6.0,Hatchback,Lucknow
Maruti,Zen,Estilo,,1.15,998.0,1.0,67.0,19.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Tata,Safari,Storme,,7.0,2179.0,70.0,147.0,14.0,2017,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Lucknow
Maruti,Swift,AMT,,7.0,1248.0,60.0,74.0,28.0,2018,Third Party insurance,Automatic,First Owner,Diesel,5.0,Hatchback,Lucknow
Skoda,Slavia,1.0,,14.73,999.0,10.0,113.0,19.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Maruti,Swift,VDI,,4.0,1248.0,80.0,74.0,25.0,2014,Third Party insurance,Manual,Third Owner,Diesel,5.0,Hatchback,Lucknow
Tata,Safari,Storme,,7.51,2179.0,80.0,153.0,14.0,2016,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Lucknow
Hyundai,i20,1.4,Apr,5.7,1396.0,66.0,88.0,22.0,2018,Zero Dep,Manual,Second Owner,Diesel,5.0,Hatchback,Lucknow
Tata,Tiago,1.2,Dec,4.39,1199.0,8.0,83.0,23.0,2018,Third Party insurance,Automatic,Second Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Vitara,Brezza,Apr,7.39,1248.0,30.0,88.0,24.0,2018,Comprehensive,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Maruti,Alto,800,Apr,3.32,796.0,33.0,47.0,22.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,Xcent,1.2,Jun,5.93,1197.0,42.0,81.0,20.0,2018,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Honda,Amaze,S,Aug,5.35,1498.0,1.0,98.0,25.0,2018,Zero Dep,Manual,First Owner,Diesel,5.0,Sedan,Lucknow
Maruti,Baleno,1.2,Mar,5.46,1197.0,38.0,83.0,21.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,Grand,i10,May,5.04,1197.0,23.0,81.0,18.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Renault,KWID,RXL,,3.0,799.0,60.0,53.0,22.0,2021,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Lucknow
Maruti,Wagon,R,,6.5,998.0,70.0,55.0,34.0,2022,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Lucknow
Hyundai,Verna,1.6,,3.0,1591.0,1.0,121.0,17.0,2012,Third Party insurance,Manual,Second Owner,Petrol,5.0,Sedan,Lucknow
Tata,Nexon,1.2,,5.45,1198.0,20.0,108.0,17.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Lucknow
Hyundai,Verna,SX,,12.0,1493.0,40.0,113.0,25.0,2022,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Lucknow
Tata,Safari,Storme,,7.51,2179.0,80.0,153.0,14.0,2016,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Lucknow
Renault,KWID,1.0,Jul,3.15,999.0,34.0,67.0,23.0,2017,Comprehensive,Automatic,First Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,Grand,i10,Apr,4.7,1197.0,51.0,81.0,18.0,2018,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,i10,Magna,Dec,2.49,1086.0,55.0,68.0,19.0,2014,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Hyundai,Grand,i10,Oct,3.15,1120.0,1.0,70.0,24.0,2015,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Lucknow
Maruti,Baleno,1.2,Jul,4.69,1197.0,54.0,83.0,21.0,2016,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,City,1.5,Dec,4.94,1497.0,56.0,116.0,16.0,2012,Third Party insurance,Automatic,Second Owner,Petrol,5.0,Sedan,Lucknow
Hyundai,Santro,Sportz,Dec,4.76,1086.0,41.0,58.0,30.0,2018,Comprehensive,Manual,First Owner,CNG,5.0,Hatchback,Lucknow
Maruti,Baleno,Delta,Nov,6.3,1197.0,5.0,81.0,21.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Lucknow
Honda,Amaze,S,Apr,5.45,1199.0,53.0,88.0,19.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Ford,Ecosport,1.5,,3.0,1498.0,90.0,89.0,22.0,2013,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Lucknow
Toyota,Fortuner,2.8,,31.5,2755.0,60.0,174.0,12.0,2020,Third Party insurance,Automatic,First Owner,Diesel,7.0,SUV,Lucknow
Hyundai,Verna,1.6,,4.15,1591.0,60.0,121.0,17.0,2012,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Honda,City,V,,8.9,1498.0,60.0,119.0,18.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Lucknow
Maruti,Ritz,ZDi,,2.4,1248.0,1.0,73.0,23.0,2013,Third Party insurance,Manual,Third Owner,Diesel,5.0,Hatchback,Lucknow
Nissan,Terrano,XV,,4.6,1461.0,1.0,108.0,19.0,2015,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Lucknow
